player_id,name,round,score,date,handicap,avg_temp,precipitation,wind_speed,day_of_week,day_of_week_int
243,Anders Hansen,19,80,2021-11-04,5.5,55.94,2.3,13.17,Thursday,3
110,Henrik Stenson,43,76,2021-04-15,3.1,72.5,0.3,6.03,Thursday,3
279,Richard Green,16,79,2022-07-17,4.3,59.18,42.7,12.99,Sunday,6
247,Retief Goosen,14,76,2018-02-27,4.1,52.52,20.6,12.74,Tuesday,1
231,Andres Romero,8,78,2019-10-19,5.1,52.34,0.0,16.09,Saturday,5
291,Woody Austin,5,74,2021-08-14,5.7,67.28,0.0,8.26,Saturday,5
144,Ross Fisher,8,70,2018-09-29,4.9,50.36,0.0,6.46,Saturday,5
264,Mike Weir,27,71,2021-04-23,4.5,62.78,0.0,10.5,Friday,4
268,Camilo Villegas,12,73,2022-07-02,4.4,64.58,0.0,6.71,Saturday,5
124,Jim Furyk,19,69,2018-11-08,4.2,71.96,0.0,5.59,Thursday,3
136,Zach Johnson,40,71,2019-05-05,4.7,84.92,0.0,14.11,Sunday,6
289,Stuart Appleby,31,75,2021-01-22,4.4,42.44,0.0,12.55,Friday,4
45,Sergio Garcia,62,74,2021-05-23,4.0,43.52,0.0,14.54,Sunday,6
285,Anthony Wall,1,74,2017-04-15,5.2,71.78,1.8,12.3,Saturday,5
271,Scott Verplank,3,75,2017-09-03,5.2,69.44,0.0,5.84,Sunday,6
245,Peter Hanson,18,71,2021-09-07,4.3,80.06,0.0,12.99,Tuesday,1
257,Soren Hansen,2,74,2017-11-17,4.5,58.28,0.0,9.38,Friday,4
74,Lee Westwood,53,78,2021-04-18,3.9,48.38,0.0,15.66,Sunday,6
164,Steve Stricker,10,80,2018-04-19,5.0,79.34,3.6,12.99,Thursday,3
275,Stephen Ames,17,74,2021-05-04,5.2,58.46,7.4,7.83,Tuesday,1
251,Robert Karlsson,12,72,2019-10-05,6.3,77.0,0.0,8.26,Saturday,5
238,Robert Allenby,59,67,2022-09-24,4.5,87.08,0.0,13.17,Saturday,5
42,Paul Casey,28,77,2019-09-17,3.9,67.46,0.0,7.83,Tuesday,1
201,Ernie Els,31,80,2019-06-29,2.7,43.16,0.0,8.26,Saturday,5
235,Ben Curtis,15,76,2022-04-20,5.3,79.34,0.0,5.84,Wednesday,2
281,Anthony Kim,3,72,2020-07-14,5.2,60.08,0.0,8.26,Tuesday,1
66,Justin Rose,54,73,2022-09-26,3.8,69.08,0.0,9.63,Monday,0
292,John Rollins,8,71,2021-12-12,7.0,76.64,0.0,6.46,Sunday,6
217,Brendan Jones,2,77,2017-07-14,7.5,54.32,0.5,11.43,Friday,4
284,Nick Dougherty,5,73,2018-07-07,5.3,62.96,0.0,9.38,Saturday,5
109,Lucas Glover,17,80,2021-02-20,4.9,36.68,0.0,13.42,Saturday,5
191,Padraig Harrington,14,68,2018-12-16,4.1,73.58,0.0,13.67,Sunday,6
45,Sergio Garcia,45,64,2020-03-09,4.0,56.3,0.0,7.58,Monday,0
293,Vaughn Taylor,3,84,2018-10-01,7.0,73.76,0.0,10.75,Monday,0
251,Robert Karlsson,5,74,2018-02-10,6.3,60.62,7.9,7.39,Saturday,5
238,Robert Allenby,52,77,2022-01-08,4.5,63.86,19.3,17.9,Saturday,5
275,Stephen Ames,1,80,2017-10-29,5.2,73.94,0.0,8.08,Sunday,6
248,Aaron Baddeley,13,79,2022-07-26,6.0,66.74,0.3,5.16,Tuesday,1
107,Rory Sabbatini,18,76,2020-05-23,5.6,41.54,0.0,9.82,Saturday,5
200,Richard Sterne,9,74,2020-10-18,5.6,79.34,0.0,9.38,Sunday,6
294,Jeev Milkha Singh,2,78,2022-07-31,7.0,47.12,0.0,9.63,Sunday,6
133,Charl Schwartzel,1,83,2017-04-09,4.7,48.92,16.3,11.43,Sunday,6
295,Bradley Dredge,4,74,2021-01-09,6.4,71.06,0.0,9.63,Saturday,5
289,Stuart Appleby,40,75,2022-05-15,4.4,75.74,4.3,14.29,Sunday,6
296,Nick O'Hern,9,71,2020-02-15,4.3,73.22,1.0,9.38,Saturday,5
227,Geoff Ogilvy,17,80,2021-04-27,4.4,77.54,15.2,12.05,Tuesday,1
274,Chad Campbell,5,72,2019-08-10,5.7,64.94,0.0,6.28,Saturday,5
297,Brett Wetterich,4,82,2022-10-18,5.9,61.16,27.4,15.66,Tuesday,1
5,Phil Mickelson,34,70,2019-10-29,3.8,69.44,0.0,5.84,Tuesday,1
292,John Rollins,10,73,2022-08-21,7.0,46.76,0.0,8.95,Sunday,6
280,David Toms,7,68,2019-04-28,5.2,84.74,0.0,6.96,Sunday,6
298,Brett Quigley,4,70,2021-09-18,6.6,58.46,0.0,8.95,Saturday,5
287,Johan Edfors,9,73,2022-09-21,5.8,63.14,0.0,13.17,Wednesday,2
299,Joe Durant,7,75,2020-04-18,5.1,66.56,0.0,7.15,Saturday,5
110,Henrik Stenson,33,79,2020-03-18,3.1,48.74,20.8,15.91,Wednesday,2
300,Colin Montgomerie,36,70,2022-10-22,5.1,55.94,0.0,9.63,Saturday,5
96,Tiger Woods,67,71,2022-09-03,3.7,37.4,0.0,10.94,Saturday,5
66,Justin Rose,8,73,2017-10-01,3.8,72.68,0.0,8.7,Sunday,6
124,Jim Furyk,29,68,2019-09-05,4.2,64.04,0.0,6.28,Thursday,3
136,Zach Johnson,17,73,2017-12-02,4.7,48.02,0.0,9.38,Saturday,5
247,Retief Goosen,9,70,2017-12-10,4.1,61.34,0.0,13.17,Sunday,6
301,Mark Calcavecchia,28,73,2021-08-21,4.7,64.04,2.8,9.38,Saturday,5
302,Chris DiMarco,23,73,2021-11-21,4.3,57.74,0.3,5.84,Sunday,6
249,Vijay Singh,28,70,2019-08-02,3.9,67.28,0.0,8.95,Friday,4
278,Rod Pampling,6,70,2019-06-29,5.3,57.92,7.6,8.7,Saturday,5
42,Paul Casey,33,70,2019-12-28,3.9,81.32,2.0,6.46,Saturday,5
109,Lucas Glover,2,73,2017-06-24,4.9,64.58,0.8,14.29,Saturday,5
303,J.J. Henry,3,69,2020-07-19,4.3,80.42,0.8,8.51,Sunday,6
50,Ian Poulter,39,76,2021-02-06,3.5,55.76,11.2,13.17,Saturday,5
69,Adam Scott,44,78,2020-11-03,4.0,68.72,18.5,10.94,Tuesday,1
304,Shaun Micheel,2,73,2019-07-07,4.7,35.06,0.0,13.17,Sunday,6
305,Niclas Fasth,1,79,2017-05-26,4.6,65.66,2.0,11.18,Friday,4
74,Lee Westwood,57,70,2021-06-15,3.9,70.34,0.0,6.71,Tuesday,1
208,Boo Weekley,13,65,2021-10-30,5.1,79.34,0.0,8.08,Saturday,5
279,Richard Green,15,75,2022-07-09,4.3,64.04,13.5,10.31,Saturday,5
201,Ernie Els,50,71,2021-03-15,2.7,78.08,0.0,9.63,Monday,0
135,Ryan Moore,30,72,2022-07-12,4.8,85.28,0.0,12.3,Tuesday,1
284,Nick Dougherty,8,73,2019-10-19,5.3,68.54,16.5,7.83,Saturday,5
195,John Senden,6,70,2018-04-29,4.6,64.76,0.0,9.82,Sunday,6
229,Carl Pettersson,16,70,2020-08-26,3.9,70.7,7.6,8.51,Wednesday,2
306,Arron Oberholser,2,70,2020-04-11,5.2,81.14,0.0,9.63,Saturday,5
256,Jerry Kelly,6,74,2018-04-14,5.7,54.5,1.0,8.08,Saturday,5
307,Tom Lehman,38,72,2022-02-06,3.0,62.42,0.0,11.87,Sunday,6
308,David Howell,7,74,2021-06-20,7.1,59.0,8.9,12.74,Sunday,6
271,Scott Verplank,26,74,2020-12-05,5.2,43.52,5.3,9.2,Saturday,5
309,Michael Campbell,21,69,2021-02-16,4.1,65.66,1.8,8.95,Tuesday,1
243,Anders Hansen,10,71,2019-10-02,5.5,65.48,0.0,9.38,Wednesday,2
17,Stewart Cink,22,66,2019-07-06,4.0,70.7,0.0,9.38,Saturday,5
196,Hunter Mahan,14,70,2020-09-20,3.6,70.16,0.0,9.82,Sunday,6
290,Trevor Immelman,5,72,2018-12-27,5.2,62.6,0.0,10.31,Thursday,3
237,Toru Taniguchi,16,71,2021-05-22,6.6,55.58,5.6,6.96,Saturday,5
178,Luke Donald,1,68,2017-04-02,3.9,84.02,0.0,6.28,Sunday,6
310,Raphael Jacquelin,2,79,2018-12-02,6.6,40.28,3.3,10.5,Sunday,6
165,Sean O'Hair,9,72,2018-09-20,5.3,57.74,0.3,5.84,Thursday,3
164,Steve Stricker,17,70,2018-10-13,5.0,63.68,3.3,7.15,Saturday,5
264,Mike Weir,28,70,2021-05-17,4.5,53.96,0.0,6.46,Monday,0
235,Ben Curtis,16,71,2022-06-19,5.3,62.96,0.0,10.31,Sunday,6
96,Tiger Woods,52,67,2021-04-15,3.7,63.68,3.3,7.15,Thursday,3
302,Chris DiMarco,8,69,2018-09-30,4.3,82.22,0.0,12.99,Sunday,6
201,Ernie Els,67,68,2022-05-18,2.7,74.84,0.0,13.17,Wednesday,2
124,Jim Furyk,2,68,2017-04-30,4.2,77.9,0.0,10.75,Sunday,6
274,Chad Campbell,4,72,2019-01-06,5.7,51.62,20.1,8.95,Sunday,6
311,Bart Bryant,1,71,2018-09-14,4.8,61.7,0.8,6.71,Friday,4
42,Paul Casey,53,73,2022-01-26,3.9,43.16,0.0,8.26,Wednesday,2
50,Ian Poulter,16,79,2019-01-03,3.5,38.66,0.0,19.7,Thursday,3
239,Darren Clarke,42,68,2022-04-24,3.9,66.02,0.0,11.62,Sunday,6
308,David Howell,4,79,2019-12-28,7.1,55.58,15.0,15.91,Saturday,5
298,Brett Quigley,2,77,2020-08-02,6.6,70.52,0.0,8.26,Sunday,6
312,Tim Herron,8,74,2020-05-03,6.0,75.02,0.0,8.95,Sunday,6
17,Stewart Cink,37,73,2021-03-01,4.0,57.92,0.3,6.46,Monday,0
191,Padraig Harrington,49,72,2021-12-05,4.1,57.02,0.0,8.51,Sunday,6
287,Johan Edfors,3,73,2017-11-11,5.8,65.3,0.0,6.71,Saturday,5
125,J.B. Holmes,23,75,2021-11-07,4.9,76.82,7.4,14.79,Sunday,6
313,Shingo Katayama,1,73,2017-04-28,5.5,81.14,0.0,9.63,Friday,4
300,Colin Montgomerie,6,74,2018-08-28,5.1,84.02,0.0,10.94,Tuesday,1
314,Bernhard Langer,37,73,2022-01-16,3.0,52.34,0.0,10.94,Sunday,6
306,Arron Oberholser,5,73,2022-07-24,5.2,78.98,0.0,11.43,Sunday,6
284,Nick Dougherty,3,72,2018-05-19,5.3,62.96,0.0,9.38,Saturday,5
258,Kenny Perry,20,70,2022-07-23,4.2,69.98,0.0,8.95,Saturday,5
136,Zach Johnson,94,74,2021-09-25,4.7,57.38,5.3,11.62,Saturday,5
249,Vijay Singh,51,69,2021-12-19,3.9,62.6,0.0,13.67,Sunday,6
289,Stuart Appleby,16,75,2019-06-29,4.4,65.66,3.6,10.5,Saturday,5
279,Richard Green,8,75,2018-12-11,4.3,69.44,0.8,12.74,Tuesday,1
303,J.J. Henry,5,71,2021-04-18,4.3,55.76,0.0,8.7,Sunday,6
315,Fred Couples,19,73,2020-03-03,3.9,52.52,3.8,12.3,Tuesday,1
297,Brett Wetterich,1,75,2018-03-03,5.9,77.9,0.0,10.75,Saturday,5
228,Bo Van Pelt,14,73,2021-05-01,5.0,50.36,0.0,10.5,Saturday,5
248,Aaron Baddeley,1,71,2017-06-03,6.0,73.76,0.0,11.43,Saturday,5
307,Tom Lehman,2,68,2017-05-14,3.0,71.96,0.0,12.3,Sunday,6
316,Ted Purdy,2,78,2017-10-07,5.2,44.96,0.0,15.41,Saturday,5
317,Steve Elkington,8,69,2020-06-28,5.4,64.22,0.0,7.58,Sunday,6
296,Nick O'Hern,4,70,2018-09-09,4.3,75.02,0.0,10.07,Sunday,6
109,Lucas Glover,18,76,2021-06-01,4.9,67.64,4.3,17.9,Tuesday,1
318,John Daly,13,76,2020-06-06,4.5,45.5,5.6,14.98,Saturday,5
319,Paul McGinley,11,69,2020-07-26,4.4,82.22,0.0,11.62,Sunday,6
305,Niclas Fasth,4,72,2020-01-19,4.6,47.48,0.0,11.87,Sunday,6
320,Jeff Maggert,22,78,2021-09-04,4.3,45.68,0.0,18.33,Saturday,5
295,Bradley Dredge,3,69,2020-09-20,6.4,82.22,0.0,11.62,Sunday,6
252,Ben Crane,5,70,2019-01-14,5.2,55.58,5.6,6.96,Monday,0
165,Sean O'Hair,2,68,2017-09-28,5.3,68.72,0.0,6.28,Thursday,3
247,Retief Goosen,61,67,2022-04-24,4.1,57.92,0.0,8.26,Sunday,6
238,Robert Allenby,53,67,2022-04-29,4.5,71.24,0.0,8.51,Friday,4
321,Peter Lonard,12,69,2020-12-17,4.2,74.12,0.0,6.28,Thursday,3
227,Geoff Ogilvy,15,71,2021-01-07,4.4,60.26,0.0,10.31,Thursday,3
5,Phil Mickelson,44,68,2020-07-04,3.8,61.52,1.5,8.95,Saturday,5
322,Mark Hensby,1,70,2017-09-02,3.2,81.32,0.8,10.07,Saturday,5
323,Greg Owen,1,71,2018-06-30,5.5,35.06,0.0,13.17,Saturday,5
107,Rory Sabbatini,20,66,2020-06-28,5.6,70.52,0.0,4.72,Sunday,6
324,Paul Broadhurst,3,70,2019-04-06,3.8,81.32,2.0,6.46,Saturday,5
256,Jerry Kelly,8,73,2018-06-13,5.7,69.62,0.3,8.51,Wednesday,2
325,Simon Khan,4,73,2021-01-09,3.6,47.48,0.0,11.87,Saturday,5
271,Scott Verplank,22,74,2020-07-04,5.2,40.82,0.3,14.29,Saturday,5
74,Lee Westwood,17,69,2018-04-24,3.9,81.14,0.0,12.55,Tuesday,1
278,Rod Pampling,1,72,2017-12-02,5.3,54.5,1.8,12.3,Saturday,5
251,Robert Karlsson,7,68,2018-09-30,6.3,66.38,0.0,8.51,Sunday,6
309,Michael Campbell,2,69,2017-06-23,4.1,73.04,0.0,7.58,Friday,4
178,Luke Donald,33,71,2021-09-18,3.9,60.08,0.0,8.26,Saturday,5
275,Stephen Ames,21,68,2022-06-02,5.2,67.46,0.0,9.82,Thursday,3
301,Mark Calcavecchia,14,73,2019-09-04,4.7,75.74,4.3,14.29,Wednesday,2
326,Jeff Sluman,12,75,2020-09-26,5.5,52.52,36.3,15.66,Saturday,5
327,Brandt Jobe,4,68,2019-04-10,6.0,57.2,0.0,9.38,Wednesday,2
328,John Bickerton,1,71,2018-01-13,4.3,58.1,0.0,5.16,Saturday,5
110,Henrik Stenson,5,82,2017-09-05,3.1,39.56,39.9,19.7,Tuesday,1
45,Sergio Garcia,2,73,2017-07-29,4.0,55.58,15.0,15.91,Saturday,5
226,Tim Clark,4,73,2018-01-22,5.5,81.32,0.0,10.5,Monday,0
264,Mike Weir,36,70,2022-07-24,4.5,63.86,1.0,15.41,Sunday,6
120,Graeme McDowell,23,62,2020-05-30,5.1,83.48,0.0,7.15,Saturday,5
329,Andrew Buckle,4,78,2021-07-27,4.8,60.26,31.5,14.98,Tuesday,1
293,Vaughn Taylor,4,73,2020-10-16,7.0,79.16,0.0,10.07,Friday,4
330,Fred Funk,1,76,2017-06-16,7.0,40.46,0.3,10.31,Friday,4
229,Carl Pettersson,13,67,2019-12-15,3.9,77.54,0.0,10.94,Sunday,6
69,Adam Scott,31,69,2019-09-08,4.0,71.24,6.9,10.94,Sunday,6
331,Kenneth Ferrie,1,77,2019-07-06,8.0,60.8,0.5,7.39,Saturday,5
96,Tiger Woods,48,70,2020-11-15,3.7,44.42,0.3,13.67,Sunday,6
300,Colin Montgomerie,27,72,2022-02-15,5.1,50.54,0.0,10.31,Tuesday,1
321,Peter Lonard,1,74,2018-04-13,4.2,50.54,23.4,14.98,Friday,4
332,Steve Flesch,9,76,2019-04-13,5.3,62.06,5.3,10.94,Saturday,5
237,Toru Taniguchi,4,78,2018-06-17,6.6,42.44,0.0,12.55,Sunday,6
333,Tim Petrovic,1,79,2021-10-21,7.9,67.64,0.3,8.51,Thursday,3
334,Craig Parry,22,77,2021-11-08,4.9,69.26,0.0,8.7,Monday,0
107,Rory Sabbatini,7,74,2018-06-23,5.6,60.26,5.6,14.54,Saturday,5
264,Mike Weir,19,80,2020-05-07,4.5,50.36,17.0,10.75,Thursday,3
274,Chad Campbell,11,77,2020-04-25,5.7,60.62,0.0,12.55,Saturday,5
275,Stephen Ames,6,77,2018-09-19,5.2,62.6,0.0,10.31,Wednesday,2
42,Paul Casey,60,74,2022-10-18,3.9,77.9,0.0,9.63,Tuesday,1
17,Stewart Cink,21,75,2019-06-22,4.0,65.84,0.0,10.07,Saturday,5
335,Shigeki Maruyama,6,75,2018-01-13,4.6,78.98,0.0,7.83,Saturday,5
336,Todd Hamilton,1,80,2017-04-21,4.0,48.38,0.0,16.78,Friday,4
337,Nick Price,45,78,2022-09-27,4.6,47.84,0.0,8.26,Tuesday,1
124,Jim Furyk,34,82,2020-04-18,4.2,46.4,1.0,11.18,Saturday,5
330,Fred Funk,7,75,2020-06-28,7.0,72.14,0.0,7.83,Sunday,6
250,Brian Davis,5,77,2021-01-23,6.7,67.64,2.0,9.63,Saturday,5
136,Zach Johnson,56,77,2020-03-21,4.7,56.84,0.0,15.41,Saturday,5
256,Jerry Kelly,12,73,2019-04-16,5.7,65.66,0.0,6.71,Tuesday,1
338,Stephen Dodd,2,73,2021-01-02,5.2,71.42,0.0,8.51,Saturday,5
74,Lee Westwood,36,73,2019-05-11,3.9,57.56,0.0,8.7,Saturday,5
299,Joe Durant,3,78,2018-12-13,5.1,50.9,0.0,9.38,Thursday,3
339,Alex Cejka,2,81,2018-01-23,3.1,47.84,0.3,10.07,Tuesday,1
258,Kenny Perry,14,72,2021-05-29,4.2,78.26,3.3,11.62,Saturday,5
50,Ian Poulter,22,68,2019-11-15,3.5,79.7,0.0,8.95,Friday,4
120,Graeme McDowell,33,66,2021-02-21,5.1,70.16,0.0,9.63,Sunday,6
290,Trevor Immelman,1,68,2018-04-29,5.2,82.22,0.0,12.99,Sunday,6
165,Sean O'Hair,13,72,2019-06-09,5.3,77.0,0.0,11.43,Sunday,6
296,Nick O'Hern,8,73,2020-01-11,4.3,60.62,0.0,11.43,Saturday,5
322,Mark Hensby,5,65,2020-03-15,3.2,56.12,0.0,9.2,Sunday,6
318,John Daly,4,73,2018-04-11,4.5,73.76,0.0,17.03,Wednesday,2
239,Darren Clarke,24,76,2020-05-03,3.9,42.26,0.0,16.09,Sunday,6
307,Tom Lehman,40,76,2022-10-02,3.0,75.56,1.0,10.5,Sunday,6
226,Tim Clark,20,72,2022-01-29,5.5,73.76,0.3,11.87,Saturday,5
271,Scott Verplank,19,69,2020-04-06,5.2,68.18,0.0,10.07,Monday,0
340,Brad Faxon,10,74,2018-05-05,4.7,77.54,9.7,11.43,Saturday,5
311,Bart Bryant,5,69,2019-04-01,4.8,51.62,0.0,8.08,Monday,0
315,Fred Couples,24,69,2021-04-22,3.9,48.92,0.0,9.38,Thursday,3
279,Richard Green,7,72,2018-11-05,4.3,73.04,0.0,8.51,Monday,0
283,Thomas Levet,7,73,2021-10-01,3.8,84.74,13.5,10.5,Friday,4
245,Peter Hanson,14,71,2021-01-23,4.3,70.7,7.6,8.51,Saturday,5
341,Joe Ogilvie,3,77,2021-07-25,3.8,73.04,4.1,16.09,Sunday,6
110,Henrik Stenson,41,77,2021-03-15,3.1,57.02,0.3,11.18,Monday,0
201,Ernie Els,40,78,2020-04-18,2.7,56.66,23.4,23.05,Saturday,5
69,Adam Scott,52,70,2021-09-03,4.0,73.76,0.0,11.62,Friday,4
312,Tim Herron,6,73,2019-09-07,6.0,78.62,0.0,14.29,Saturday,5
289,Stuart Appleby,14,69,2019-05-19,4.4,63.86,0.0,4.04,Sunday,6
319,Paul McGinley,4,77,2018-07-22,4.4,38.3,17.0,10.31,Sunday,6
342,Bob Tway,7,70,2017-12-31,6.3,81.32,0.5,10.94,Sunday,6
249,Vijay Singh,16,72,2018-08-21,3.9,57.38,5.3,11.62,Tuesday,1
45,Sergio Garcia,28,68,2018-12-20,4.0,64.22,0.0,7.58,Thursday,3
247,Retief Goosen,40,64,2020-11-08,4.1,81.14,0.0,9.63,Sunday,6
309,Michael Campbell,23,67,2021-10-06,4.1,67.28,0.0,4.23,Wednesday,2
227,Geoff Ogilvy,20,71,2021-11-17,4.4,60.44,0.5,8.95,Wednesday,2
314,Bernhard Langer,18,72,2020-03-17,3.0,68.18,1.5,5.34,Tuesday,1
163,Thongchai Jaidee,29,74,2022-04-30,3.6,64.04,15.0,5.59,Saturday,5
238,Robert Allenby,32,67,2020-04-12,4.5,77.0,0.0,8.26,Sunday,6
178,Luke Donald,31,67,2021-04-17,3.9,55.04,0.5,7.83,Saturday,5
259,Justin Leonard,9,76,2018-03-13,3.8,50.18,0.0,18.33,Tuesday,1
228,Bo Van Pelt,6,75,2019-02-18,5.0,40.64,0.0,9.38,Monday,0
5,Phil Mickelson,40,76,2020-01-31,3.8,70.7,5.6,11.62,Friday,4
343,Duffy Waldorf,13,71,2020-06-06,4.6,59.36,0.0,5.84,Saturday,5
344,Chris Riley,10,71,2021-11-20,5.1,56.66,0.5,16.09,Saturday,5
302,Chris DiMarco,24,73,2022-04-23,4.3,80.06,9.7,8.51,Saturday,5
316,Ted Purdy,4,77,2018-11-17,5.2,63.86,19.3,17.9,Saturday,5
278,Rod Pampling,10,73,2021-07-07,5.3,58.64,0.0,5.84,Wednesday,2
336,Todd Hamilton,5,70,2019-04-20,4.0,90.14,0.0,13.86,Saturday,5
201,Ernie Els,58,66,2021-10-30,2.7,70.88,0.0,7.15,Saturday,5
5,Phil Mickelson,74,77,2022-03-17,3.8,67.46,26.2,11.18,Thursday,3
74,Lee Westwood,55,70,2021-05-20,3.9,68.0,0.0,9.2,Thursday,3
342,Bob Tway,15,75,2020-04-18,6.3,66.02,0.0,10.31,Saturday,5
308,David Howell,10,78,2022-03-13,7.1,60.8,0.0,11.87,Sunday,6
345,Scott Drummond,1,72,2021-02-14,7.9,68.18,0.0,7.39,Sunday,6
346,Eduardo Romero,9,79,2019-04-02,4.6,59.36,1.0,7.58,Tuesday,1
347,Jonathan Kaye,3,72,2020-09-27,8.4,50.18,0.0,8.08,Sunday,6
136,Zach Johnson,84,70,2021-04-24,4.7,74.12,0.0,7.58,Saturday,5
275,Stephen Ames,19,75,2021-11-30,5.2,73.58,0.0,13.67,Tuesday,1
250,Brian Davis,6,70,2022-03-13,6.7,79.34,0.0,7.15,Sunday,6
235,Ben Curtis,14,74,2022-02-05,5.3,64.04,0.0,10.75,Saturday,5
312,Tim Herron,2,76,2018-05-11,6.0,60.62,4.1,22.12,Friday,4
45,Sergio Garcia,13,78,2018-01-11,4.0,47.3,0.0,10.75,Thursday,3
348,Phillip Price,8,77,2020-01-12,5.6,76.46,2.0,10.5,Sunday,6
349,John Huston,1,77,2017-04-07,5.7,73.22,0.0,10.5,Friday,4
318,John Daly,1,71,2017-04-02,4.5,50.36,0.0,10.5,Sunday,6
350,Stephen Leaney,2,73,2017-10-08,7.2,75.2,0.0,10.75,Sunday,6
238,Robert Allenby,48,67,2021-10-02,4.5,52.16,0.0,7.58,Saturday,5
321,Peter Lonard,2,74,2018-07-01,4.2,69.98,0.0,9.38,Sunday,6
191,Padraig Harrington,37,78,2021-01-30,4.1,46.94,0.3,9.2,Saturday,5
334,Craig Parry,10,79,2019-09-13,4.9,80.96,8.9,16.53,Friday,4
344,Chris Riley,2,76,2018-01-07,5.1,43.16,0.0,16.09,Sunday,6
217,Brendan Jones,3,72,2018-01-20,7.5,54.32,0.0,15.91,Saturday,5
226,Tim Clark,12,74,2020-02-21,5.5,41.54,0.0,9.82,Friday,4
178,Luke Donald,20,76,2020-02-26,3.9,49.46,0.0,6.96,Wednesday,2
124,Jim Furyk,40,70,2020-08-08,4.2,72.14,0.0,6.46,Saturday,5
351,Jay Haas,1,69,2017-04-16,4.7,71.78,0.0,9.38,Sunday,6
274,Chad Campbell,9,74,2020-01-11,5.7,71.24,15.7,8.95,Saturday,5
352,Skip Kendall,2,74,2018-10-03,4.4,47.84,0.0,17.9,Wednesday,2
239,Darren Clarke,30,69,2020-10-28,3.9,78.62,0.0,12.3,Wednesday,2
17,Stewart Cink,50,69,2022-09-18,4.0,68.18,0.0,7.39,Sunday,6
258,Kenny Perry,5,67,2018-12-08,4.2,70.7,0.0,9.38,Saturday,5
259,Justin Leonard,42,74,2022-08-27,3.8,48.02,5.6,12.99,Saturday,5
353,Joakim Haeggman,9,69,2022-03-20,4.3,59.36,1.0,7.58,Sunday,6
249,Vijay Singh,35,70,2020-02-19,3.9,62.06,5.3,10.94,Wednesday,2
42,Paul Casey,44,66,2021-04-08,3.9,71.78,0.3,6.46,Thursday,3
309,Michael Campbell,17,70,2020-08-23,4.1,59.18,42.7,12.99,Sunday,6
354,Bob Estes,5,76,2017-09-09,4.1,75.92,0.3,16.78,Saturday,5
50,Ian Poulter,45,70,2021-11-13,3.5,64.04,0.0,10.75,Saturday,5
300,Colin Montgomerie,35,70,2022-08-07,5.1,59.0,8.9,12.74,Sunday,6
335,Shigeki Maruyama,18,67,2020-01-11,4.6,83.48,0.0,8.51,Saturday,5
337,Nick Price,7,70,2018-02-03,4.6,81.32,0.0,10.5,Saturday,5
355,Mark O'Meara,23,71,2022-04-01,3.7,64.04,0.0,10.75,Friday,4
280,David Toms,9,69,2020-08-30,5.2,50.54,0.0,9.2,Sunday,6
356,Tetsuji Hiratsuka,4,68,2021-04-18,4.5,73.94,0.0,8.08,Sunday,6
289,Stuart Appleby,17,74,2019-07-05,4.4,44.42,0.0,14.79,Friday,4
357,Steve Lowery,1,68,2017-10-07,5.3,79.34,0.0,9.63,Saturday,5
290,Trevor Immelman,9,68,2020-03-22,5.2,82.94,0.0,10.5,Sunday,6
69,Adam Scott,55,70,2022-03-20,4.0,53.24,0.0,7.83,Sunday,6
304,Shaun Micheel,3,68,2020-01-26,4.7,78.08,0.0,9.63,Sunday,6
256,Jerry Kelly,10,82,2018-10-16,5.7,54.68,11.7,17.9,Tuesday,1
332,Steve Flesch,15,78,2021-03-09,5.3,57.38,0.8,14.11,Tuesday,1
340,Brad Faxon,35,76,2022-08-13,4.7,49.46,4.8,8.08,Saturday,5
302,Chris DiMarco,11,72,2019-03-20,4.3,39.56,0.0,8.26,Wednesday,2
107,Rory Sabbatini,6,71,2018-05-17,5.6,80.06,0.0,10.31,Thursday,3
271,Scott Verplank,31,71,2021-03-22,5.2,50.18,0.0,18.33,Monday,0
247,Retief Goosen,27,67,2019-07-31,4.1,70.52,0.0,6.71,Wednesday,2
96,Tiger Woods,56,68,2021-08-28,3.7,84.92,0.0,14.11,Saturday,5
264,Mike Weir,15,68,2019-10-20,4.5,56.66,0.0,6.96,Sunday,6
292,John Rollins,9,73,2021-12-17,7.0,68.18,8.4,9.2,Friday,4
237,Toru Taniguchi,21,84,2022-05-01,6.6,48.56,0.8,8.7,Sunday,6
358,David Duval,31,80,2022-02-26,3.7,70.16,0.0,6.96,Saturday,5
276,David Smail,1,81,2017-04-21,8.7,68.0,6.9,10.5,Friday,4
66,Justin Rose,36,80,2021-07-04,3.8,66.92,36.1,8.51,Sunday,6
252,Ben Crane,2,77,2017-10-18,5.2,71.06,0.0,9.63,Wednesday,2
332,Steve Flesch,12,72,2019-10-19,5.3,52.7,0.0,13.17,Saturday,5
335,Shigeki Maruyama,22,82,2021-04-24,4.6,63.86,0.0,11.18,Saturday,5
42,Paul Casey,11,82,2018-03-10,3.9,62.6,0.0,9.82,Saturday,5
347,Jonathan Kaye,1,79,2017-06-11,8.4,47.66,0.0,10.07,Sunday,6
323,Greg Owen,6,84,2020-12-27,5.5,53.96,13.5,16.34,Sunday,6
69,Adam Scott,22,80,2019-03-13,4.0,70.7,0.0,6.96,Wednesday,2
225,Paul Lawrie,13,79,2019-11-23,5.6,87.08,0.0,13.17,Saturday,5
