Year,Name,Course,Yards,Par,Open.Position,Integer.Position,Position.Grouping,Open.R1,Open.R2,Open.R3,Open.R4,Open.Score,cut,World.Ranking,WR.Average,ApproachTheGreenGIR.,AroundTheGreenSS.,MoneyFinishTop10,MoneyMoneyFinishTop10_1st,MoneyMoneyFinishTop10_2nd,MoneyMoneyFinishTop10_3rd,DrivingAcc.,DrivingDistAVG,BirdOrBetterConversion.,PuttsPerRoundAVG,BirdieAVG,EagleHoleFreq,Par3BirdOrBetter.,Par4BirdOrBetter.,Par5BirdOrBetter.,AVGRoundUnderPar.,Round3AVG,ScoringAVG,ScoringAVGActual,ScoringAVGBeforeCut,TotalBirdie,TotalEagle,BirdieToBogeyRatio,BogeyAVGPerRound,BogeyAvoidance_MakesBogey.,BounceBack.,PAR3AVG,PAR4AVG,PAR5AVG,Par5EaglesTotal,Round4AVG,StrokeDifferential,BirdieConversionAVG,GIR.FromFairway,Scramble.,X1PuttsPerRoundAVG,X2PuttsPerRoundAVG,X3PuttsPerRoundAVG,X3PuttAvoidance,X1Put.,PuttingAVG,Round1AVG,Round2AVG,ApproachFromInside100Yard,BirdieOrBetter.Rough,GIR.FromFairwayBunker,GIR.From100y,GIR.From200y,GIR.FromInside100y,GIR.FromNonFairway,ProxHoleFromOtherAVG,ProxHoleFromRoughAVG,ProxHoleAVG,FairwayBunkerFromTee.,GoodDriveOffTee.,FairwayFromTee.,MissedFairwayFromTee.,BirdiePuttDist.,EaglePuttDist.,ScoringBirdieOrBetter.,SameOrImprovedFinalRound.,TOP10SameOrImprovedFinalRound.,ApproachFromInside100YAVG,ApproachGreater100YAVG,ApproachGreater100YRoughAVG,ApproachGreater200YAVG,ApproachGreater200YRoughAVG,ApproachGreater275YAVG,ApproachGreater275YRoughAVG,ProximityFromRoughAVG,DistanceOfPuttAVG,SGAroundTheGreenAVG,SGOffTheTeeAVG,SGTeeToGreenAVG,SGTeeToGreenAVGOTT,SGTeeToGreenAVGAPR,SGTeeToGreenAVGARG,SGTeeToGreenAVGPUTT,SGTotalAVG,BirdOrBetterFromFairway.
2018,Zach Johnson,Carounstie,7402,71,T17,17,2,69,67,72,74,282,1,51,2.3228,67.43,52.98,2,0,0,0,63.88,289.8,30.74,28.62,3.86,195.8,13.51,19.42,42.69,21.97,70.57,69.911,69.69,69.6,336,8,1.56,2.33,14.05,20.67,3.01,3.98,4.63,7,69.15,1.08,30.74,79.31,62.35,7.18,10.11,0,2.23,39.91,1.59,69.61,69.43,"24' 0""",12.39,57.8,65.08,49.4,83.89,47.05,"6' 1""","6' 9""","9' 9""",6.4,81.94,65.2,3.11,"10' 4""","24' 5""",21.97,76.19,66.7,"15' 0""","30' 9""","50' 3""","48' 11""","85' 0""","85' 10""","75' 1""","46' 0""","73' 0""",0.425,-0.059,0.8290000000000001,-0.059,0.463,0.425,0.206,1.035,23.72
2018,Zach Johnson,Carounstie,7402,71,T17,17,2,69,67,72,74,282,1,51,2.3228,67.43,52.98,2,0,0,0,63.88,289.8,30.74,28.62,3.86,195.8,13.51,19.42,42.69,21.97,70.57,69.911,69.69,69.6,336,8,1.56,2.33,14.05,20.67,3.01,3.98,4.63,7,69.15,1.08,30.74,79.31,62.35,7.18,10.11,0,2.23,39.91,1.59,69.61,69.43,"24' 0""",12.39,57.8,65.08,49.4,83.89,47.05,"6' 1""","6' 9""","9' 9""",6.4,81.94,65.2,3.11,"10' 4""","24' 5""",21.97,76.19,66.7,"15' 0""","30' 9""","50' 3""","48' 11""","85' 0""","85' 10""","75' 1""","46' 0""","73' 0""",0.425,-0.059,0.8290000000000001,-0.059,0.463,0.425,0.206,1.035,23.72
2018,Zach Johnson,Carounstie,7402,71,T17,17,2,69,67,72,74,282,1,51,2.3228,67.43,52.98,2,0,0,0,63.88,289.8,30.74,28.62,3.86,195.8,13.51,19.42,42.69,21.97,70.57,69.911,69.69,69.6,336,8,1.56,2.33,14.05,20.67,3.01,3.98,4.63,7,69.15,1.08,30.74,79.31,62.35,7.18,10.11,0,2.23,39.91,1.59,69.61,69.43,"24' 0""",12.39,57.8,65.08,49.4,83.89,47.05,"6' 1""","6' 9""","9' 9""",6.4,81.94,65.2,3.11,"10' 4""","24' 5""",21.97,76.19,66.7,"15' 0""","30' 9""","50' 3""","48' 11""","85' 0""","85' 10""","75' 1""","46' 0""","73' 0""",0.425,-0.059,0.8290000000000001,-0.059,0.463,0.425,0.206,1.035,23.72
2018,Zach Johnson,Carounstie,7402,71,T17,17,2,69,67,72,74,282,1,51,2.3228,67.43,52.98,2,0,0,0,63.88,289.8,30.74,28.62,3.86,195.8,13.51,19.42,42.69,21.97,70.57,69.911,69.69,69.6,336,8,1.56,2.33,14.05,20.67,3.01,3.98,4.63,7,69.15,1.08,30.74,79.31,62.35,7.18,10.11,0,2.23,39.91,1.59,69.61,69.43,"24' 0""",12.39,57.8,65.08,49.4,83.89,47.05,"6' 1""","6' 9""","9' 9""",6.4,81.94,65.2,3.11,"10' 4""","24' 5""",21.97,76.19,66.7,"15' 0""","30' 9""","50' 3""","48' 11""","85' 0""","85' 10""","75' 1""","46' 0""","73' 0""",0.425,-0.059,0.8290000000000001,-0.059,0.463,0.425,0.206,1.035,23.72
2018,Zach Johnson,Carounstie,7402,71,T17,17,2,69,67,72,74,282,1,51,2.3228,67.43,52.98,2,0,0,0,63.88,289.8,30.74,28.62,3.86,195.8,13.51,19.42,42.69,21.97,70.57,69.911,69.69,69.6,336,8,1.56,2.33,14.05,20.67,3.01,3.98,4.63,7,69.15,1.08,30.74,79.31,62.35,7.18,10.11,0,2.23,39.91,1.59,69.61,69.43,"24' 0""",12.39,57.8,65.08,49.4,83.89,47.05,"6' 1""","6' 9""","9' 9""",6.4,81.94,65.2,3.11,"10' 4""","24' 5""",21.97,76.19,66.7,"15' 0""","30' 9""","50' 3""","48' 11""","85' 0""","85' 10""","75' 1""","46' 0""","73' 0""",0.425,-0.059,0.8290000000000001,-0.059,0.463,0.425,0.206,1.035,23.72
2018,Zach Johnson,Carounstie,7402,71,T17,17,2,69,67,72,74,282,1,51,2.3228,67.43,52.98,2,0,0,0,63.88,289.8,30.74,28.62,3.86,195.8,13.51,19.42,42.69,21.97,70.57,69.911,69.69,69.6,336,8,1.56,2.33,14.05,20.67,3.01,3.98,4.63,7,69.15,1.08,30.74,79.31,62.35,7.18,10.11,0,2.23,39.91,1.59,69.61,69.43,"24' 0""",12.39,57.8,65.08,49.4,83.89,47.05,"6' 1""","6' 9""","9' 9""",6.4,81.94,65.2,3.11,"10' 4""","24' 5""",21.97,76.19,66.7,"15' 0""","30' 9""","50' 3""","48' 11""","85' 0""","85' 10""","75' 1""","46' 0""","73' 0""",0.425,-0.059,0.8290000000000001,-0.059,0.463,0.425,0.206,1.035,23.72
2018,Zach Johnson,Carounstie,7402,71,T17,17,2,69,67,72,74,282,1,51,2.3228,67.43,52.98,2,0,0,0,63.88,289.8,30.74,28.62,3.86,195.8,13.51,19.42,42.69,21.97,70.57,69.911,69.69,69.6,336,8,1.56,2.33,14.05,20.67,3.01,3.98,4.63,7,69.15,1.08,30.74,79.31,62.35,7.18,10.11,0,2.23,39.91,1.59,69.61,69.43,"24' 0""",12.39,57.8,65.08,49.4,83.89,47.05,"6' 1""","6' 9""","9' 9""",6.4,81.94,65.2,3.11,"10' 4""","24' 5""",21.97,76.19,66.7,"15' 0""","30' 9""","50' 3""","48' 11""","85' 0""","85' 10""","75' 1""","46' 0""","73' 0""",0.425,-0.059,0.8290000000000001,-0.059,0.463,0.425,0.206,1.035,23.72
2018,Zach Johnson,Carounstie,7402,71,T17,17,2,69,67,72,74,282,1,51,2.3228,67.43,52.98,2,0,0,0,63.88,289.8,30.74,28.62,3.86,195.8,13.51,19.42,42.69,21.97,70.57,69.911,69.69,69.6,336,8,1.56,2.33,14.05,20.67,3.01,3.98,4.63,7,69.15,1.08,30.74,79.31,62.35,7.18,10.11,0,2.23,39.91,1.59,69.61,69.43,"24' 0""",12.39,57.8,65.08,49.4,83.89,47.05,"6' 1""","6' 9""","9' 9""",6.4,81.94,65.2,3.11,"10' 4""","24' 5""",21.97,76.19,66.7,"15' 0""","30' 9""","50' 3""","48' 11""","85' 0""","85' 10""","75' 1""","46' 0""","73' 0""",0.425,-0.059,0.8290000000000001,-0.059,0.463,0.425,0.206,1.035,23.72
2018,Zach Johnson,Carounstie,7402,71,T17,17,2,69,67,72,74,282,1,51,2.3228,67.43,52.98,2,0,0,0,63.88,289.8,30.74,28.62,3.86,195.8,13.51,19.42,42.69,21.97,70.57,69.911,69.69,69.6,336,8,1.56,2.33,14.05,20.67,3.01,3.98,4.63,7,69.15,1.08,30.74,79.31,62.35,7.18,10.11,0,2.23,39.91,1.59,69.61,69.43,"24' 0""",12.39,57.8,65.08,49.4,83.89,47.05,"6' 1""","6' 9""","9' 9""",6.4,81.94,65.2,3.11,"10' 4""","24' 5""",21.97,76.19,66.7,"15' 0""","30' 9""","50' 3""","48' 11""","85' 0""","85' 10""","75' 1""","46' 0""","73' 0""",0.425,-0.059,0.8290000000000001,-0.059,0.463,0.425,0.206,1.035,23.72
2018,Zach Johnson,Carounstie,7402,71,T17,17,2,69,67,72,74,282,1,51,2.3228,67.43,52.98,2,0,0,0,63.88,289.8,30.74,28.62,3.86,195.8,13.51,19.42,42.69,21.97,70.57,69.911,69.69,69.6,336,8,1.56,2.33,14.05,20.67,3.01,3.98,4.63,7,69.15,1.08,30.74,79.31,62.35,7.18,10.11,0,2.23,39.91,1.59,69.61,69.43,"24' 0""",12.39,57.8,65.08,49.4,83.89,47.05,"6' 1""","6' 9""","9' 9""",6.4,81.94,65.2,3.11,"10' 4""","24' 5""",21.97,76.19,66.7,"15' 0""","30' 9""","50' 3""","48' 11""","85' 0""","85' 10""","75' 1""","46' 0""","73' 0""",0.425,-0.059,0.8290000000000001,-0.059,0.463,0.425,0.206,1.035,23.72
2018,Zach Johnson,Carounstie,7402,71,T17,17,2,69,67,72,74,282,1,51,2.3228,67.43,52.98,2,0,0,0,63.88,289.8,30.74,28.62,3.86,195.8,13.51,19.42,42.69,21.97,70.57,69.911,69.69,69.6,336,8,1.56,2.33,14.05,20.67,3.01,3.98,4.63,7,69.15,1.08,30.74,79.31,62.35,7.18,10.11,0,2.23,39.91,1.59,69.61,69.43,"24' 0""",12.39,57.8,65.08,49.4,83.89,47.05,"6' 1""","6' 9""","9' 9""",6.4,81.94,65.2,3.11,"10' 4""","24' 5""",21.97,76.19,66.7,"15' 0""","30' 9""","50' 3""","48' 11""","85' 0""","85' 10""","75' 1""","46' 0""","73' 0""",0.425,-0.059,0.8290000000000001,-0.059,0.463,0.425,0.206,1.035,23.72
2018,Pat Perez,Carounstie,7402,71,T17,17,2,69,68,74,71,282,1,36,3.0427,67.78,47.2,4,1,1,0,65.09,290.9,30.27,29.29,3.85,675,15.02,17.87,43.23,21.56,71.41,70.594,70.6,70.16,289,2,1.3,2.6,16.52,24.17,3.05,4.03,4.66,2,70.81,0.55,30.27,79.65,55.63,6.75,10.57,0,2.59,37.48,1.6269999999999998,70.29,70.1,"27' 11""",12.72,41.4,61.78,40.16,85.37,50.41,"7' 4""","8' 1""","9' 4""",4.1,83.35,63.87,2.66,"10' 4""","2' 3""",21.56,64.71,75,"16' 7""","33' 2""","46' 10""","53' 10""","62' 10""","88' 3""","81' 7""","44' 5""","75' 3""",0.037,-0.063,-0.163,-0.063,-0.138,0.037,0.115,-0.048,21.72
2018,Jason Day,Carounstie,7402,71,T17,17,2,71,71,72,68,282,1,9,6.3525,65.28,62.5,5,2,1,0,58.32,310,34.63,28.24,4.18,244.8,14.5,19.6,49.52,23.61,69.38,69.60300000000001,69.69,69.59,284,5,1.59,2.47,14.87,21.05,3.04,3.98,4.56,5,70.19,1.53,34.63,77.92,62.35,7.66,9.69,0,2.21,42.57,1.569,70.17,69.06,"29' 3""",12.04,45.6,62.2,52.1,83.13,49.5,"6' 8""","8' 0""","8' 3""",8.4,79.27,56.09,4.41,"9' 2""","12' 9""",23.61,41.18,57.1,"15' 11""","33' 1""","50' 6""","49' 5""","79' 11""","70' 1""",0,"47' 9""","76' 0""",0.479,0.17600000000000002,0.515,0.17600000000000002,-0.14,0.479,0.77,1.285,27.26
2018,Charley Hoffman,Carounstie,7402,71,T17,17,2,71,70,68,73,282,1,35,3.1074,66.53,45.14,0,0,0,0,58.34,299.5,29.29,29.19,3.56,180,12.54,17.14,41.87,20.35,70.06,70.521,70.64,70.61,285,8,1.21,2.76,16.81,25,3.1,4.02,4.65,6,71.29,0.56,29.29,77.37,56.22,6.98,10.34,0,2.85,38.75,1.622,70.57,70.65,"31' 8""",19.28,47.8,62.4,48.15,84.91,55.67,"7' 1""","8' 3""","8' 7""",7.3,82.34,58.29,4.75,"9' 9""","10' 6""",20.35,33.33,0,"17' 2""","31' 6""","45' 0""","48' 7""","72' 0""","70' 3""","89' 8""","44' 1""","72' 7""",-0.071,0.254,0.398,0.254,0.21600000000000005,-0.071,0.026,0.425,20.63
2018,Alex Noren,Carounstie,7402,71,T17,17,2,70,71,67,74,282,1,14,5.462999999999999,64.91,51.85,3,0,1,2,61.73,299.2,29.57,28.97,3.47,216,10.17,15.72,47.73,19.72,70.38,69.973,70.37,70.62,208,5,1.31,2.45,15.09,15.03,3.11,4.02,4.56,5,69.69,1.02,29.57,78.12,61.74,7.13,10.27,0,2.41,39.63,1.609,70.06,71.18,"21' 3""",13.53,45,60.36,35.97,90.57,48.3,"7' 10""","8' 11""","10' 7""",5.9,81.4,63.1,3.07,"10' 3""","15' 7""",19.72,69.23,66.7,"18' 0""","36' 9""","53' 1""","55' 6""","68' 5""","80' 11""","96' 2""","49' 10""","78' 6""",-0.02899999999999999,0.208,0.28600000000000003,0.208,0.107,-0.02899999999999999,0.758,1.044,21.04
2018,Adam Scott,Carounstie,7402,71,T17,17,2,71,70,68,73,282,1,79,1.8712,70.66,50.38,3,0,0,1,62.51,304.6,29.06,30.15,3.76,234,17.89,16.12,43.98,21.3,69.79,70.42,70.56,71.21,293,6,1.28,2.67,16.67,17.12,3.05,4.04,4.64,5,69.76,0.66,29.06,79.91,54.85,6.38,10.65,0,4.56,35.47,1.675,72,70.48,"23' 9""",14.45,51,67.6,58.5,87.98,55.5,"6' 8""","10' 1""","9' 1""",6,83.87,63.79,4.01,"8' 5""","24' 10""",21.3,64.71,100,"15' 10""","32' 4""","47' 3""","49' 6""","60' 1""","86' 4""","103' 5""","45' 4""","70' 8""",0.125,0.3,1.064,0.3,0.639,0.125,-0.285,0.779,23.87
2018,Xander Schauffele,Carounstie,7402,71,T2,2,1,71,66,67,74,278,1,24,3.8954,65.59,48.4,7,0,2,2,59.77,304.9,31.75,29.18,3.81,239.1,12.36,17.18,50.36,21.57,70.14,70.486,70.42,69.94,354,7,1.28,2.74,16.79,20.3,3.03,4.04,4.61,6,71.95,0.55,31.75,75.86,57.81,7.03,10.29,0.02,2.87,39.07,1.621,69.58,70.31,"34' 0""",13.13,51.9,61.63,51.9,84.21,50.09,"6' 8""","8' 6""","9' 3""",7.7,80.84,59.34,5.49,"8' 10""","10' 9""",21.57,50,62.5,"15' 8""","32' 7""","49' 0""","48' 8""","60' 9""","81' 3""","66' 1""","47' 3""","75' 1""",-0.027,0.24,0.4479999999999999,0.24,0.235,-0.027,0.196,0.644,24.33
2018,Rory McIlroy,Carounstie,7402,71,T2,2,1,69,69,70,70,278,1,8,6.6110000000000015,66.3,52.43,7,1,1,0,55.79,319.7,33.1,28.46,4,122,11.93,19.77,51.74,23.04,68,69.303,69.52,70.03,244,9,1.58,2.31,14.57,20.81,3.05,3.99,4.51,8,70,1.54,33.1,81.13,62.97,7.51,9.8,0.02,2.46,41.71,1.581,69.65,70.29,"28' 6""",14.57,46.3,63.22,46.02,84.02,51.59,"6' 10""","6' 8""","9' 1""",5.8,80,55.59,7.07,"8' 11""","14' 1""",23.04,69.23,57.1,"14' 8""","29' 10""","46' 8""","44' 2""","77' 6""","45' 10""","115' 3""","44' 4""","72' 1""",0.322,0.7609999999999999,1.351,0.7609999999999999,0.26899999999999996,0.322,0.06,1.412,25.32
2018,Kevin Kisner,Carounstie,7402,71,T2,2,1,66,70,68,74,278,1,33,3.2164,65.38,44,4,0,2,0,66.33,290.8,28.74,28.91,3.44,156,12.46,15.66,45.54,19.73,69.59,70.729,70.4,70.48,268,9,1.29,2.4,15.24,17.09,3.07,4.03,4.58,8,70.8,0.23,28.74,75.58,60.29,6.96,10.49,0.01,1.78,38.68,1.606,70.96,70.17,"31' 5""",11.11,36.5,62.85,48.31,81.59,47.03,"7' 4""","7' 10""","12' 2""",5.7,82.71,66.67,3.52,"10' 8""","24' 0""",19.73,50,50,"17' 3""","35' 0""","47' 0""","53' 5""","71' 3""","89' 7""",0,"44' 9""","78' 9""",-0.118,-0.043,-0.476,-0.043,-0.316,-0.118,0.513,0.037,20.73
2018,Justin Rose,Carounstie,7402,71,T2,2,1,72,73,64,69,278,1,3,8.2939,69.95,61.16,11,2,3,1,66.02,303.5,34.38,28.67,4.53,396,14.39,21.17,54.37,25.42,69.13,68.993,69.03,68.94,299,3,1.95,2.21,13.05,27.4,3.02,3.93,4.53,2,69.13,2.13,34.38,80.82,63.03,7.27,9.97,0,2.69,40.4,1.5930000000000002,68.82,69.06,"25' 9""",16.56,42.2,65.17,48.55,86.32,53.5,"6' 4""","7' 0""","9' 1""",6.1,84.85,66.76,3.53,"8' 11""",0,25.42,76.47,80,"18' 8""","32' 0""","43' 7""","48' 4""","61' 7""","82' 7""","56' 11""","40' 10""","76' 9""",0.45,0.551,1.527,0.551,0.526,0.45,0.424,1.952,27.72
2018,Stewart Cink,Carounstie,7402,71,T24,24,3,72,70,71,70,283,1,100,1.4627,68.58,49.29,3,0,1,0,57.6,298.1,28.82,29.53,3.62,111.9,14.04,17.8,41.98,21.01,69.21,70.44,70.26,70.46,315,14,1.29,2.69,16.28,20.5,3.07,4,4.66,12,70.39,0.56,28.82,78.6,55.69,6.52,10.72,0.01,2.87,36.21,1.64,71,70.24,"32' 10""",16.87,50,64.53,45.07,84.34,57.56,"6' 7""","8' 10""","8' 8""",6.7,82.58,57.1,5.05,"9' 9""","20' 1""",21.01,50,100,"13' 3""","31' 9""","42' 10""","52' 1""","71' 5""","121' 1""","118' 11""","42' 0""","71' 5""",0.055,0.057,0.81,0.057,0.698,0.055,-0.345,0.465,22
2018,Phil Mickelson,Carounstie,7402,71,T24,24,3,73,69,70,71,283,1,20,4.3022,64.88,58.6,6,1,1,1,52.91,300.3,35.96,28.11,4.31,130.5,17.97,20.06,50.38,24.71,70.76,70.098,70.06,70.46,375,12,1.49,2.49,16.54,22.58,3.07,4,4.56,12,68.65,0.97,35.96,79.1,58.36,7.77,9.46,0.02,2.55,43.17,1.5619999999999998,70.78,69.91,"28' 6""",19.16,50,61.99,44.86,80.23,52,"6' 11""","8' 11""","8' 6""",7.8,78.79,52.84,4.95,"9' 3""","12' 3""",24.71,85,83.3,"16' 11""","31' 3""","43' 8""","46' 9""","72' 1""","85' 1""","68' 3""","41' 2""","80' 6""",0.091,-0.225,0.42,-0.225,0.555,0.091,0.51,0.931,26.65
2018,Thomas Pieters,Carounstie,7402,71,T28,28,3,70,73,70,71,284,1,82,1.8553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Rickie Fowler,Carounstie,7402,71,T28,28,3,70,69,73,72,284,1,7,6.8184,69.52,60.5,6,0,2,0,65.33,299.8,31.75,28.99,4,190.3,15.63,18.51,49.06,22.75,69.59,69.435,69.41,69.08,296,7,1.79,1.99,12.69,19.5,3.01,3.97,4.57,7,70,1.53,31.75,79.77,63.05,7.18,10.28,0.03,2.25,39.86,1.61,68.5,69.65,"25' 6""",11.58,68.3,67.07,55.06,88.3,52.49,"5' 10""","8' 2""","8' 7""",4.8,84.58,65.88,3.41,"9' 4""","24' 10""",22.75,52.94,37.5,"17' 2""","31' 4""","49' 4""","47' 5""","65' 9""","80' 11""","63' 8""","46' 10""","74' 7""",0.242,0.244,0.98,0.244,0.494,0.242,0.29600000000000004,1.275,23.82
2018,Patrick Reed,Carounstie,7402,71,T28,28,3,75,70,68,71,284,1,13,5.4842,63.57,56.68,7,1,1,0,55.11,298.1,31.5,28.33,3.76,140.7,10.43,18.65,45.93,21.58,70.1,70.10600000000001,70.21,70.22,323,11,1.4,2.5,15.44,18.55,3.09,4,4.6,11,70.22,1.02,31.5,77.07,62.94,7.52,9.76,0,2.39,41.8,1.574,70.71,69.79,"27' 8""",15.87,52.6,59.06,39.76,85.4,52.04,"6' 7""","7' 8""","8' 6""",6.5,79.38,56.77,4.59,"8' 4""","16' 5""",21.58,73.68,100,"17' 0""","32' 9""","49' 9""","50' 4""","74' 2""","88' 7""","98' 8""","46' 9""","71' 2""",0.545,0.051,0.7829999999999999,0.051,0.187,0.545,0.16399999999999998,0.947,22.49
2018,Louis Oosthuizen,Carounstie,7402,71,T28,28,3,72,70,69,73,284,1,32,3.3085,65.74,64.29,3,0,0,1,64.81,299.8,27.54,29.24,3.43,486,15.74,14.95,40.91,19.24,70.33,70.157,70.48,70.53,185,2,1.22,2.56,15.74,15,3.06,4.03,4.67,2,70.5,0.7,27.54,76.12,64.26,7.04,10.02,0,4.01,39.09,1.624,71.13,69.93,"23' 7""",10.96,42.9,61.35,46.55,85.83,53.01,"7' 0""","6' 9""","6' 5""",4.4,84.26,65.2,2.51,"8' 11""","8' 0""",19.24,69.23,50,"18' 9""","32' 1""","46' 2""","49' 11""","74' 3""","96' 2""",0,"42' 11""","67' 8""",0.408,0.401,0.5479999999999999,0.401,-0.261,0.408,-0.026,0.521,20.29
2018,Julian Suri,Carounstie,7402,71,T28,28,3,74,69,70,71,284,1,63,2.1422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Chris Wood,Carounstie,7402,71,T28,28,3,70,74,66,74,284,1,92,1.6364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Austin Cook,Carounstie,7402,71,T28,28,3,72,70,67,75,284,1,99,1.4678,66.51,53.45,3,1,0,0,66.76,292.3,31.04,28.72,3.92,481.5,16.71,17.56,45.03,21.96,69.08,70.469,70.12,70.42,419,4,1.44,2.47,15.26,20.51,3,4.01,4.67,4,70.42,0.57,31.04,76.05,62.02,7.19,9.97,0.01,2.91,39.93,1.596,70.31,70.59,"22' 0""",13.01,47.2,62.84,46.23,84.46,50.3,"7' 7""","7' 4""","9' 5""",5.6,84.34,67.14,3.59,"9' 8""","18' 9""",21.96,45.83,33.3,"18' 11""","33' 6""","45' 8""","53' 7""","62' 8""","100' 4""","96' 2""","43' 1""","77' 5""",0.179,0.12,0.254,0.12,-0.045,0.179,0.315,0.569,23.47
2018,Satoshi Kodaira,Carounstie,7402,71,T35,35,4,72,71,68,74,285,1,37,3.0366,60.3,39.53,1,1,0,0,65.53,293.6,27.36,29.88,2.98,144,13.83,14.29,34.62,17.25,70.43,72.182,72.23,72.82,143,6,0.72,3.94,23.84,16.15,3.15,4.12,4.78,5,71.14,-1.39,27.36,72.69,51.02,6.81,10.06,0,5.44,37.85,1.66,72.94,72.71,"31' 1""",7.2,36.7,57.64,36.94,77.19,36.05,"8' 8""","10' 1""","11' 9""",5.4,78.99,66.19,2.5,"9' 2""","24' 7""",17.25,28.57,0,"20' 4""","31' 5""","52' 6""","48' 6""","78' 8""","73' 2""","90' 5""","49' 1""","71' 0""",-0.93,0.027,-1.187,0.027,-0.284,-0.93,-0.645,-1.832,18.87
2018,Henrik Stenson,Carounstie,7402,71,T35,35,4,70,75,71,69,285,1,17,4.7953,73.51,55.56,5,0,1,0,75.19,291.5,27.4,29.93,3.64,201.6,8.56,17.48,48.81,20.73,70,69.617,69.66,69.4,204,5,1.7,1.96,12.2,26.32,3.07,3.97,4.55,5,69.92,1.42,27.4,80.03,60.67,6.05,11.32,0,2.28,33.63,1.663,69.13,69.67,"34' 4""",14.81,63.2,70.48,63.08,90.28,55.9,"7' 0""","10' 9""","7' 11""",6.2,89.69,76.55,0.65,"9' 7""","14' 2""",20.73,64.29,100,"15' 8""","32' 5""","47' 6""","47' 4""","80' 0""","74' 8""","95' 10""","46' 2""","71' 1""",-0.027,0.4270000000000001,1.36,0.4270000000000001,0.96,-0.027,-0.207,1.153,21.05
2018,Adam Hadwin,Carounstie,7402,71,T35,35,4,73,70,71,71,285,1,52,2.3166,68.04,47.34,3,0,0,1,65.6,289.4,28.15,29.26,3.6,267,13.07,17.81,38.03,20.35,70.67,70.75,70.56,70.67,320,6,1.3,2.58,15.61,19.31,3.07,4,4.7,5,70,0.49,28.15,79.02,58.59,6.72,10.53,0,2.75,37.33,1.625,71,70.5,"25' 2""",12.57,49.2,65.69,50.86,81.25,49.53,"7' 8""","7' 6""","8' 7""",6.6,83.44,66.45,3.58,"10' 5""","9' 2""",20.35,60,50,"20' 6""","34' 9""","47' 9""","52' 6""","68' 3""","97' 2""","133' 8""","45' 6""","73' 7""",0.267,0.057,0.49,0.057,0.166,0.267,0.106,0.596,22.27
2018,Ryan Fox,Carounstie,7402,71,T39,39,4,74,71,71,70,286,1,87,1.6762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Ross Fisher,Carounstie,7402,71,T39,39,4,75,70,68,73,286,1,44,2.5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Luke List,Carounstie,7402,71,T39,39,4,70,70,77,69,286,1,59,2.2024,68.36,52.22,5,0,1,1,54.66,314.6,30.21,29.45,3.86,213.8,13.42,17.12,49.66,21.93,70.35,70.229,70.31,70.04,367,8,1.37,2.57,15.96,22.83,3.06,4.03,4.57,4,71,0.88,30.21,79.64,58.41,6.56,10.55,0,3.33,36.43,1.636,70.68,69.43,"28' 6""",19.13,52.9,63.31,51.08,84.91,58.71,"6' 10""","7' 9""","9' 1""",6.5,81.88,54.18,5.11,"8' 8""","17' 4""",21.93,63.16,75,"19' 5""","33' 7""","44' 10""","52' 0""","63' 0""","67' 10""","83' 9""","43' 0""","68' 7""",0.349,0.795,1.337,0.795,0.194,0.349,-0.467,0.87,21.9
